xyz_path,filename,smiles,error
data\raw\xyz\88\88CO2.xyz,88CO2.xyz,[P]1(c2c(cc(cc2C)C)C)(c2c(cc(cc2C)C)C)[C]([Al](C(C)(C)C)(C(C)(C)C)OC1=O)[CH]c1ccccc1,
data\raw\xyz\89\89CO2.xyz,89CO2.xyz,C(=C\c1ccccc1)(/P(c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C)\[Al](CC(C)(C)C)CC(C)(C)C.O=C=O,
data\raw\xyz\9\9CO2.xyz,9CO2.xyz,c12ccccc1[N]1(C(CCCC1(C)C)(C)C)C(=O)O[B]2(c1c(F)c(F)c(F)c(F)c1F)c1c(c(c(c(c1F)F)F)F)F,
data\raw\xyz\90\90CO2.xyz,90CO2.xyz,[H].[Si](C)(C)[CH2],
data\raw\xyz\91\91CO2.xyz,91CO2.xyz,[Al](C([Si](C)(C)C)[Si](C)(C)C)(C([Si](C)(C)C)[Si](C)(C)C)OC(=O)/C(=C/C(C)(C)C)/PC([Si](C)(C)C)[Si](C)(C)C,
data\raw\xyz\94\94CO2.xyz,94CO2.xyz,[S@@]1(c2ccc(cc2)C)/C(=C\C(C)(C)C)/[B](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)OC1=O,
data\raw\xyz\95\95CO2.xyz,95CO2.xyz,[P@@H]1(/C(=C\C(C)(C)C)/[B](c2c(c(c(c(c2F)F)F)F)F)(c2c(c(c(c(c2F)F)F)F)F)OC1=O)c1c(C)cc(C)cc1C,
data\raw\xyz\96\96CO2.xyz,96CO2.xyz,[P]1(c2c(c(c(c(c2F)F)F)F)F)(c2c(c(c(c(c2F)F)F)F)F)/C(=C\c2ccccc2)/[B](c2c(c(c(c(c2F)F)F)F)F)(c2c(c(c(c(c2F)F)F)F)F)OC1=O,
data\raw\xyz\97\97CO2.xyz,97CO2.xyz,[N@@]12[C]3[N@](CCCN3C(=O)O[B@]32[C@H]2CCC[C@@H]3CCC2)CCC1,
data\raw\xyz\98\98CO2.xyz,98CO2.xyz,[N@@]12[C]3[N@@](CCCN3C(=O)O[B]2(C2CCCCC2)C2CCCCC2)CCC1,
data\raw\xyz\99\99CO2.xyz,99CO2.xyz,Cl[Si]1([N@]2[C]3N(CCC[N@]3CCC2)C(=O)O1)(C)C,
